State/UT,District,Year,Murder,Attempt_To_Murder,Culpable_Homicide_Not_Amounting_To_Murder,Rape,Kidnapping_And_Abduction_Of_Women_And_Girls,Kidnapping_And_Abduction_Of_Others,Dacoity,Robbery,Burglary,Auto_Theft,Other_Theft,Riots,Criminal_Breach_Of_Trust,Cheating,Counterfieting,Arson,Hurt/Grevious_Hurt,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Cruelty_By_Husband_Or_His_Relatives,Causing_Death_By_Negligence,Other_Ipc_Crimes,Total_Ipc_Crimes,Total_Crimes
Tamil Nadu,Cuddalore,2006,52,80,0,21,33,0,7,7,64,78,276,139,1,20,0,20,548,8,28,65,25,362,4203,6037,14080
Tamil Nadu,Dharmapuri,2006,33,34,4,9,11,5,2,7,22,48,85,151,4,31,0,31,626,4,33,8,28,154,1340,2670,7346
Tamil Nadu,Dindigul,2006,40,40,0,11,38,2,2,14,76,70,308,28,2,70,1,9,371,4,29,8,43,354,3200,4720,11446
Tamil Nadu,Erode,2006,43,19,1,13,14,6,6,8,87,104,416,36,7,46,3,21,425,7,35,3,30,615,3882,5831,13664
Tamil Nadu,Kanchipuram,2006,35,64,0,12,13,3,3,24,109,71,299,53,0,12,0,18,267,12,25,5,22,706,3722,5475,12956
Tamil Nadu,Kanyakumari,2006,23,34,1,3,13,5,0,5,135,28,292,0,1,74,3,18,334,4,21,22,28,199,1818,3061,8128
Tamil Nadu,Karur,2006,19,13,0,5,14,0,0,14,59,120,111,19,2,22,1,7,180,0,7,6,21,236,1569,2425,6856
Tamil Nadu,Krishnagiri,2006,47,41,0,14,26,3,3,17,75,242,167,121,18,24,0,12,521,7,24,10,23,359,2181,3935,9876
Tamil Nadu,Madurai Rural,2006,36,33,1,28,25,35,4,24,99,42,277,100,10,86,3,10,373,2,49,10,38,314,2849,4448,10902
Tamil Nadu,Madurai Urban,2006,23,33,0,9,7,12,3,7,62,91,348,10,10,130,3,6,100,4,12,15,35,125,1419,2464,6934
Tamil Nadu,Nagapattinam,2006,30,42,0,9,14,4,4,6,52,30,210,42,3,67,2,15,398,6,73,11,9,135,2658,3820,9646
Tamil Nadu,Namakkal,2006,28,16,1,6,17,1,2,7,35,48,151,42,1,19,1,7,281,0,25,14,18,298,2214,3232,8470
Tamil Nadu,Nilgiris,2006,17,22,0,5,2,0,0,4,79,22,98,15,3,6,0,1,175,1,13,6,7,32,914,1422,4850
Tamil Nadu,Perambalur,2006,32,37,0,15,13,3,1,7,46,51,121,30,2,42,1,17,214,3,33,3,26,174,1697,2568,7142
Tamil Nadu,Pudukottai,2006,25,86,0,8,25,7,0,7,64,48,215,41,13,36,1,23,291,5,47,2,39,221,2580,3784,9574
Tamil Nadu,Ramnathapuram,2006,29,30,0,12,20,4,3,6,49,28,167,63,15,53,1,15,368,7,22,6,1,142,1761,2802,7610
Tamil Nadu,Salem Rural,2006,50,29,0,21,41,4,4,17,46,44,116,110,1,17,2,30,771,7,71,7,39,380,2468,4275,10556
Tamil Nadu,Salem Urban,2006,15,17,0,7,13,0,0,6,43,102,189,14,2,36,0,2,129,6,3,24,18,107,1827,2560,7126
Tamil Nadu,Sivagangai,2006,19,42,0,5,16,7,0,8,58,35,135,17,1,51,1,11,249,2,8,19,32,147,1636,2499,7004
Tamil Nadu,Thanjavur,2006,40,52,0,8,55,0,1,16,130,103,452,65,3,55,1,28,746,6,80,5,25,304,2565,4740,11486
Tamil Nadu,Theni,2006,24,30,0,5,25,5,3,6,68,57,172,49,6,72,0,8,387,3,21,16,17,143,1756,2873,7752
Tamil Nadu,Thirunelveli Rural,2006,58,146,2,42,31,0,1,26,121,45,326,3,7,27,2,51,632,7,86,62,44,291,4114,6124,14254
Tamil Nadu,Thirunelveli Urban,2006,18,42,0,4,3,2,3,5,49,19,115,2,5,31,1,7,85,1,8,27,24,48,644,1143,4292
Tamil Nadu,Thiruvallur,2006,23,31,0,10,2,11,2,6,74,33,155,59,1,7,4,1,462,2,30,18,21,298,1821,3071,8148
Tamil Nadu,Thiruvannamalai,2006,36,29,0,10,16,0,0,2,59,23,152,39,7,43,0,12,491,1,8,27,31,228,1881,3095,8196
Tamil Nadu,Thiruvarur,2006,16,32,0,7,15,2,2,10,46,42,180,45,3,25,0,11,376,5,66,18,13,116,2255,3285,8576
Tamil Nadu,Thoothugudi,2006,57,83,0,13,10,3,0,10,117,31,387,6,7,77,1,14,400,2,5,132,20,240,2542,4157,10320
Tamil Nadu,Trichy Rly.,2006,0,2,1,1,0,0,1,1,1,0,23,3,0,0,0,0,15,0,0,1,0,5,46,100,2206
Tamil Nadu,Trichy Rural,2006,48,24,0,12,40,6,5,7,67,53,182,28,1,26,1,11,280,6,22,3,52,319,2557,3750,9506
Tamil Nadu,Trichy Urban,2006,17,19,0,3,15,6,4,17,54,76,351,8,2,71,0,1,73,6,4,58,27,97,2246,3155,8316
Tamil Nadu,Vellore,2006,80,48,4,27,37,10,2,20,173,120,342,20,2,40,1,13,659,7,49,25,92,421,4734,6926,15858
Tamil Nadu,Villupuram,2006,66,56,0,39,26,0,4,5,86,88,216,197,0,15,0,20,515,6,52,17,38,612,4387,6445,14896
Tamil Nadu,Virudhunagar,2006,46,41,0,7,24,4,0,15,82,33,313,44,16,63,2,8,370,1,30,71,51,209,2727,4157,10320
Tamil Nadu,Chennai,2007,145,247,4,46,59,24,8,74,654,338,1779,115,14,433,9,11,1224,43,108,126,323,1125,9599,16508,35023
Tamil Nadu,Chennai Rly.,2007,4,5,0,0,1,2,0,4,4,6,107,17,0,1,1,0,28,1,2,0,0,5,169,358,2722
Tamil Nadu,Coimbatore Rural,2007,87,62,1,16,71,13,7,27,286,327,717,190,17,169,7,17,776,11,121,8,163,867,10400,14360,30727
Tamil Nadu,Coimbatore Urban,2007,22,15,0,10,8,6,1,8,131,126,556,5,7,92,1,4,162,4,12,2,50,294,2408,3924,9855
Tamil Nadu,Cuddalore,2007,61,114,0,28,57,0,4,28,117,141,349,152,0,32,0,41,603,3,28,113,50,387,4601,6909,15825
Tamil Nadu,Dharmapuri,2007,38,46,4,6,37,7,5,2,38,52,72,128,6,39,1,21,961,4,77,0,45,208,1690,3488,8982
Tamil Nadu,Dindigul,2007,40,79,0,12,49,1,1,10,71,63,234,57,6,71,2,15,379,3,28,15,66,394,2843,4439,10885
Tamil Nadu,Erode,2007,54,31,0,20,62,4,5,10,133,133,470,64,18,90,1,30,613,5,64,7,99,603,4864,7380,16767
Tamil Nadu,Kanchipuram,2007,57,97,0,25,18,0,4,16,157,91,277,80,0,32,0,23,390,13,27,18,10,820,5081,7236,16479
Tamil Nadu,Kanyakumari,2007,27,51,1,11,22,0,3,6,116,32,260,0,2,100,5,18,500,7,11,45,70,193,2726,4206,10419
Tamil Nadu,Karur,2007,18,17,0,3,10,4,2,14,37,77,91,29,5,16,6,2,171,0,16,4,17,183,1920,2642,7291
Tamil Nadu,Krishnagiri,2007,72,44,0,11,32,6,8,21,40,126,165,163,2,57,5,17,617,3,43,6,16,445,2656,4562,11124
Tamil Nadu,Madurai Rural,2007,55,52,0,9,30,6,3,10,77,16,236,133,15,116,0,14,521,11,54,30,97,394,2848,4734,11468
Tamil Nadu,Madurai Urban,2007,27,25,0,4,16,7,3,5,68,80,254,7,23,163,2,3,119,10,11,31,76,102,1289,2325,6657
Tamil Nadu,Nagapattinam,2007,39,65,0,14,26,2,0,4,56,31,174,40,3,54,1,28,469,4,53,5,22,201,3111,4404,10813
Tamil Nadu,Namakkal,2007,26,19,0,12,26,5,4,7,46,110,120,55,2,33,3,11,394,3,33,9,27,393,2511,3849,9705
Tamil Nadu,Nilgiris,2007,13,8,0,6,3,2,2,2,62,18,86,15,8,12,1,0,182,1,13,0,8,43,880,1365,4737
Tamil Nadu,Perambalur,2007,32,35,1,26,21,1,1,5,53,52,120,47,3,20,1,17,301,3,65,14,31,172,1875,2896,7799
Tamil Nadu,Pudukottai,2007,34,29,3,14,20,5,0,9,59,44,213,41,14,26,0,13,273,6,55,0,36,238,2318,3450,8907
Tamil Nadu,Ramnathapuram,2007,37,55,0,8,18,7,0,6,61,25,162,49,1,59,0,13,387,3,29,11,7,128,1961,3027,8061
Tamil Nadu,Salem Rural,2007,67,54,2,25,60,11,8,21,55,45,157,191,0,25,0,40,1255,6,125,0,69,385,2605,5208,12421
Tamil Nadu,Salem Urban,2007,16,30,0,10,21,7,0,5,41,53,133,28,4,50,4,3,237,2,14,21,42,113,686,1520,5047
Tamil Nadu,Sivagangai,2007,43,50,0,3,31,9,0,9,71,33,194,39,9,70,0,18,315,3,4,12,63,183,1738,2897,7801
Tamil Nadu,Thanjavur,2007,68,66,0,5,47,3,4,18,133,98,490,71,6,35,1,35,766,9,96,0,46,358,4141,6504,15007
Tamil Nadu,Theni,2007,29,62,1,4,22,0,0,9,105,51,190,77,5,74,1,26,481,3,42,12,44,180,2293,3712,9430
Tamil Nadu,Thirunelveli Rural,2007,80,262,1,35,54,2,1,46,170,43,373,2,7,87,7,75,871,5,96,0,105,284,5004,7610,17227
Tamil Nadu,Thirunelveli Urban,2007,16,47,1,6,7,3,0,10,34,41,155,6,4,37,0,6,87,1,8,28,7,79,813,1398,4801
Tamil Nadu,Thiruvallur,2007,23,35,0,7,12,2,2,2,41,35,126,37,0,21,1,18,382,3,88,10,16,140,2055,3056,8119
Tamil Nadu,Thiruvannamalai,2007,45,26,1,14,25,0,1,2,67,50,145,73,6,49,0,23,562,4,25,28,15,190,3312,4663,11333
Tamil Nadu,Thiruvarur,2007,39,44,1,9,30,0,5,13,121,19,156,81,4,33,2,10,534,10,23,10,25,361,2770,4300,10607
Tamil Nadu,Thoothugudi,2007,62,100,0,19,29,4,0,11,156,52,359,4,16,116,8,16,437,2,5,191,61,270,2745,4663,11333
Tamil Nadu,Trichy Rly.,2007,0,0,0,0,0,0,0,0,0,0,31,2,0,1,0,0,10,0,1,0,0,6,41,92,2191
Tamil Nadu,Trichy Rural,2007,49,19,0,12,20,3,0,10,57,62,122,16,0,20,1,8,194,4,19,0,31,328,2591,3566,9139
Tamil Nadu,Trichy Urban,2007,21,22,0,2,14,3,1,18,68,125,391,4,2,80,0,1,79,2,7,6,33,127,2212,3218,8443
Tamil Nadu,Vellore,2007,66,36,2,25,48,7,0,11,165,129,289,4,3,52,0,13,647,8,26,0,75,408,5329,7343,16693
Tamil Nadu,Villupuram,2007,70,76,5,58,53,11,4,24,89,140,229,282,3,49,1,35,664,5,72,22,83,630,4312,6919,15843
Tamil Nadu,Virudhunagar,2007,51,53,0,8,38,6,1,18,78,37,334,71,46,96,2,28,376,3,39,91,48,248,2351,4023,10053
Tamil Nadu,Chennai,2008,100,130,0,35,32,11,5,41,322,269,1276,55,5,293,135,0,726,25,46,67,165,613,7478,11829,25666
Tamil Nadu,Chennai Rly.,2008,0,5,0,0,1,0,0,17,1,8,242,9,0,1,0,0,24,0,5,0,0,2,224,539,3086
Tamil Nadu,Chennaisuburban,2008,74,76,0,21,24,5,0,16,228,117,446,48,7,66,2,1,437,28,42,42,41,247,1489,3457,8922
Tamil Nadu,Coimbatore Rural,2008,88,77,0,14,46,17,16,48,278,603,675,210,17,111,4,30,952,8,107,8,115,1008,6566,10998,24004
Tamil Nadu,Coimbatore Urban,2008,20,28,0,9,7,10,1,11,78,166,455,24,11,93,168,4,240,6,29,7,62,307,2444,4180,10368
Tamil Nadu,Cuddalore,2008,63,71,0,16,52,4,3,16,89,131,325,176,0,16,0,17,653,1,29,80,50,428,4289,6509,15026
Tamil Nadu,Dharmapuri,2008,49,57,8,12,36,13,3,42,57,69,134,215,1,26,8,29,1582,2,136,3,43,253,1918,4696,11400
Tamil Nadu,Dindigul,2008,56,71,0,13,53,0,0,10,85,74,327,88,3,103,13,18,415,3,47,13,99,397,2739,4627,11262
Tamil Nadu,Erode,2008,60,43,0,21,45,12,6,27,172,103,561,44,12,51,7,20,652,1,78,16,30,666,5378,8006,18019
Tamil Nadu,Kanchipuram,2008,75,76,0,24,18,0,2,7,109,76,294,76,0,21,26,17,427,7,20,2,8,788,4843,6916,15840
Tamil Nadu,Kanyakumari,2008,29,58,1,8,42,0,5,18,160,56,341,1,14,158,9,37,670,6,27,70,71,221,2732,4735,11477
Tamil Nadu,Karur,2008,21,16,0,4,12,1,2,11,23,141,188,23,6,15,14,3,152,4,10,3,13,249,1553,2464,6936
Tamil Nadu,Krishnagiri,2008,54,65,0,20,36,8,8,36,87,143,157,185,10,37,12,23,807,2,40,5,21,473,2816,5080,12133
Tamil Nadu,Madurai Rural,2008,55,79,0,18,24,8,2,14,77,23,259,187,11,88,0,23,544,9,72,1,75,391,2831,4791,11590
Tamil Nadu,Madurai Urban,2008,39,38,0,4,14,10,1,8,65,174,358,19,3,117,26,5,91,5,11,2,42,139,1299,2470,6948
Tamil Nadu,Nagapattinam,2008,47,64,1,10,24,4,1,2,49,66,166,41,1,18,2,15,367,4,59,1,8,179,3003,4133,10273
Tamil Nadu,Namakkal,2008,46,34,0,19,37,12,7,29,75,95,207,88,0,79,14,11,568,5,49,24,25,318,2881,4625,11256
Tamil Nadu,Nilgiris,2008,6,10,0,4,4,0,0,6,86,16,87,25,4,9,4,0,223,1,20,0,9,57,800,1371,4750
Tamil Nadu,Perambalur,2008,29,50,0,26,29,2,1,2,41,145,182,49,1,41,5,9,267,7,70,9,6,214,1953,3138,8284
Tamil Nadu,Pudukottai,2008,37,42,2,4,31,3,0,3,53,35,144,38,9,35,1,13,253,8,45,2,39,257,1978,3032,8072
Tamil Nadu,Ramnathapuram,2008,45,95,0,6,16,12,4,20,82,31,192,62,2,43,8,13,401,2,34,1,12,166,1660,2907,7822
Tamil Nadu,Salem Rural,2008,69,103,2,35,101,11,5,19,101,60,287,346,5,35,6,41,2341,3,217,0,94,448,3050,7381,16768
Tamil Nadu,Salem Urban,2008,29,40,0,22,27,5,1,18,45,132,131,40,12,71,11,1,378,7,16,11,33,133,1150,2313,6634
Tamil Nadu,Sivagangai,2008,34,47,2,1,35,8,2,18,103,62,202,41,9,91,6,17,295,4,7,16,56,198,1634,2888,7784
Tamil Nadu,Thanjavur,2008,66,93,0,7,29,0,1,20,158,111,421,68,2,27,0,30,809,7,108,0,20,418,5003,7420,16826
Tamil Nadu,Theni,2008,28,55,1,7,32,3,0,21,75,30,233,60,2,88,2,17,484,4,30,5,35,188,3592,4992,11992
Tamil Nadu,Thirunelveli Rural,2008,89,248,1,42,60,8,0,26,213,63,397,4,7,93,5,59,1062,3,115,0,97,318,4912,7822,17652
Tamil Nadu,Thirunelveli Urban,2008,20,45,0,8,12,4,1,15,41,47,192,4,0,27,0,1,112,2,7,49,7,87,893,1574,5156
Tamil Nadu,Thiruvallur,2008,35,41,2,17,22,0,4,30,80,26,206,75,6,33,4,9,486,9,18,0,30,294,2689,4116,10240
Tamil Nadu,Thiruvannamalai,2008,32,65,0,20,34,0,3,6,95,82,207,117,0,53,11,32,675,3,20,47,16,350,2757,4625,11258
Tamil Nadu,Thiruvarur,2008,26,36,0,6,12,2,4,9,53,14,109,34,2,27,3,18,1012,1,51,2,3,105,1241,2770,7548
Tamil Nadu,Thoothugudi,2008,72,127,0,11,40,8,0,33,198,81,474,2,16,115,8,10,498,4,3,343,64,280,3121,5508,13024
Tamil Nadu,Trichy Rly.,2008,1,1,0,0,0,0,0,1,0,1,37,0,0,2,0,0,4,0,0,0,0,4,47,98,2204
Tamil Nadu,Trichy Rural,2008,55,27,0,11,26,2,0,6,53,84,177,25,0,16,1,8,177,5,16,0,28,318,2563,3598,9204
Tamil Nadu,Trichy Urban,2008,13,30,2,2,4,6,1,6,59,84,360,10,0,54,7,2,68,5,7,37,25,141,2349,3273,8553
Tamil Nadu,Vellore,2008,74,33,4,21,52,1,2,8,139,153,269,14,6,58,57,26,621,7,25,0,49,678,4753,7050,16108
Tamil Nadu,Villupuram,2008,82,78,2,58,50,14,6,20,98,108,203,249,10,38,1,30,608,6,70,31,88,749,4031,6631,15269
Tamil Nadu,Virudhunagar,2008,41,73,0,17,41,11,3,22,121,43,376,59,37,100,19,21,448,3,19,77,69,246,2425,4271,10550
Tamil Nadu,Ariyalur,2009,40,22,0,21,15,4,3,8,30,53,39,39,1,10,0,3,193,3,39,1,7,127,1397,2055,6119
Tamil Nadu,Chennai,2009,96,175,0,39,37,5,7,84,398,341,1375,70,46,350,42,2,735,19,42,10,154,602,6276,10905,23819
Tamil Nadu,Chennai Rly.,2009,1,2,0,0,0,0,0,29,3,4,188,11,3,5,0,0,20,2,5,1,0,4,212,490,2989
Tamil Nadu,Chennaisuburban,2009,72,118,0,46,18,10,6,72,301,181,658,80,4,222,9,5,640,20,51,65,59,692,3946,7277,16561
Tamil Nadu,Coimbatore Rural,2009,48,39,0,7,24,7,8,52,163,205,303,134,8,60,2,13,428,4,41,12,56,583,2470,4667,11343
Tamil Nadu,Coimbatore Urban,2009,24,26,0,9,9,14,2,26,197,608,557,17,12,103,35,3,324,4,21,3,48,279,1997,4318,10645
Tamil Nadu,Cuddalore,2009,46,92,0,20,34,0,0,13,98,164,301,106,0,7,13,5,605,13,32,0,39,454,4580,6622,15253
Tamil Nadu,Dharmapuri,2009,39,30,8,7,30,6,0,7,34,73,97,119,1,39,8,34,971,6,56,5,34,280,1991,3875,9759
Tamil Nadu,Dindigul,2009,69,77,0,10,61,0,3,38,71,46,314,82,12,83,4,24,454,1,34,1,87,478,2920,4869,11747
Tamil Nadu,Erode,2009,52,30,0,16,37,7,6,26,135,174,293,29,8,70,31,15,516,1,31,9,12,508,3663,5670,13348
Tamil Nadu,Kanchipuram,2009,72,54,0,28,11,0,1,7,104,113,226,107,0,28,22,3,442,10,12,0,22,724,3629,5615,13239
Tamil Nadu,Kanyakumari,2009,40,75,0,11,31,0,2,113,184,109,293,0,8,134,14,29,720,9,23,45,65,249,2714,4868,11745
Tamil Nadu,Karur,2009,26,15,1,7,10,3,1,7,24,89,143,16,7,9,6,2,151,2,13,7,14,236,1569,2358,6725
Tamil Nadu,Krishnagiri,2009,67,27,1,15,31,5,3,17,75,127,110,115,2,35,1,15,481,1,31,3,24,410,2908,4514,11027
Tamil Nadu,Madurai Rural,2009,68,82,1,18,39,10,2,77,119,82,259,179,4,134,1,16,606,9,75,17,82,451,2821,5152,12313
Tamil Nadu,Madurai Urban,2009,38,40,0,3,10,15,6,34,85,174,356,22,8,143,23,16,124,4,7,19,67,125,1680,3000,8008
Tamil Nadu,Nagapattinam,2009,55,54,1,7,36,3,2,25,65,76,187,28,5,15,1,17,365,5,31,7,25,226,2739,3976,9960
Tamil Nadu,Namakkal,2009,32,32,1,14,28,16,5,16,65,183,142,56,6,48,7,16,604,1,39,17,16,406,2657,4410,10826
Tamil Nadu,Nilgiris,2009,15,8,0,3,5,2,0,5,37,12,62,16,2,12,2,0,179,0,11,0,4,51,670,1096,4201
Tamil Nadu,Perambalur,2009,12,15,0,11,11,2,0,3,16,18,66,20,0,22,0,6,90,4,14,3,2,137,1068,1520,5049
Tamil Nadu,Pudukottai,2009,40,38,0,5,22,5,0,5,56,49,106,38,12,17,2,17,253,4,21,1,18,282,2057,3048,8105
Tamil Nadu,Ramnathapuram,2009,31,97,2,10,52,4,2,20,92,39,177,53,0,60,12,25,436,1,22,2,23,188,2053,3401,8811
Tamil Nadu,Salem Rural,2009,48,68,1,32,81,10,2,20,73,63,152,194,0,33,3,29,1458,3,90,0,50,445,2926,5781,13571
Tamil Nadu,Salem Urban,2009,21,26,0,20,19,20,0,28,48,154,169,39,13,50,4,2,281,3,13,7,40,115,1332,2404,6817
Tamil Nadu,Sivagangai,2009,34,32,0,5,23,7,5,8,62,34,198,21,5,50,5,11,193,1,11,9,30,212,1578,2534,7077
Tamil Nadu,Thanjavur,2009,69,80,1,5,36,0,4,64,223,359,485,72,3,42,12,28,797,8,60,3,17,388,4639,7408,16812
Tamil Nadu,Theni,2009,34,69,0,9,40,9,0,29,98,51,164,72,1,118,1,22,589,7,50,29,66,222,3534,5214,12437
Tamil Nadu,Thirunelveli Rural,2009,95,207,2,44,55,11,4,94,227,82,438,2,3,63,3,72,1017,5,91,0,65,341,4819,7740,17489
Tamil Nadu,Thirunelveli Urban,2009,12,67,1,5,24,2,0,14,49,102,204,6,1,37,0,6,128,1,7,0,6,76,1063,1811,5631
Tamil Nadu,Thiruvallur,2009,34,48,1,12,19,1,1,8,68,24,126,64,3,47,3,1,299,6,15,0,26,302,2959,4067,10143
Tamil Nadu,Thiruvannamalai,2009,45,83,0,12,19,2,0,5,76,42,148,146,1,56,2,26,539,3,18,0,29,401,2414,4067,10143
Tamil Nadu,Thiruvarur,2009,25,43,0,1,15,1,0,9,62,49,83,38,1,20,4,19,358,0,21,0,8,155,2268,3180,8369
Tamil Nadu,Thoothugudi,2009,57,163,0,20,30,5,2,31,189,103,422,5,9,96,4,25,546,3,3,0,35,291,3397,5436,12881
Tamil Nadu,Tiruppur,2009,58,29,0,12,42,19,6,68,239,305,600,76,9,79,2,7,515,3,46,8,46,762,2275,5208,12423
Tamil Nadu,Trichy Rly.,2009,0,0,0,0,0,0,0,9,0,1,85,4,1,1,0,0,17,0,2,0,0,2,48,170,2349
Tamil Nadu,Trichy Rural,2009,41,45,0,10,16,1,3,3,37,76,110,25,0,20,1,14,178,6,24,0,27,393,2881,3911,9831
Tamil Nadu,Trichy Urban,2009,16,23,1,6,16,4,1,7,54,147,359,16,0,57,24,2,86,0,11,98,24,128,2512,3593,9194
Tamil Nadu,Vellore,2009,81,44,2,18,40,6,3,14,111,184,264,11,3,25,41,13,560,10,21,1,31,741,4638,6862,15733
Tamil Nadu,Villupuram,2009,70,98,2,62,66,14,6,22,109,213,185,223,3,45,1,22,692,8,78,31,33,811,4377,7171,16351
Tamil Nadu,Virudhunagar,2009,53,52,0,16,41,9,1,27,144,64,295,46,10,112,7,15,557,4,30,87,69,251,2538,4428,10865
Tamil Nadu,Ariyalur,2010,27,38,0,20,24,2,0,9,46,31,45,19,0,6,0,1,213,1,64,4,10,109,1308,1977,5964
Tamil Nadu,Chennai,2010,103,158,2,47,30,17,2,74,383,234,1306,60,21,524,72,1,773,16,45,23,125,604,6247,10869,23746
Tamil Nadu,Chennai Rly.,2010,0,7,0,0,0,0,1,58,0,4,228,14,2,10,0,0,45,2,2,0,0,7,267,647,3304
Tamil Nadu,Chennaisuburban,2010,86,137,1,29,16,14,1,102,374,139,611,85,7,236,6,10,797,18,61,87,57,820,4975,8670,19349
Tamil Nadu,Coimbatore Rural,2010,41,50,0,13,53,9,11,78,188,171,254,83,0,51,1,13,440,1,39,0,40,643,2627,4806,11622
Tamil Nadu,Coimbatore Urban,2010,22,27,0,15,10,12,1,25,142,497,587,23,9,148,30,8,357,1,35,1,45,324,1861,4180,10370
Tamil Nadu,Cuddalore,2010,58,115,0,27,39,0,1,16,68,53,188,149,1,42,0,21,593,8,8,8,38,447,4299,6179,14368
Tamil Nadu,Dharmapuri,2010,59,27,4,15,41,6,2,25,65,78,83,107,4,24,5,32,975,6,42,3,49,279,1830,3761,9532
Tamil Nadu,Dindigul,2010,57,91,0,9,43,0,4,29,80,1,409,81,4,128,1,23,520,1,43,0,107,538,3130,5299,12608
Tamil Nadu,Erode,2010,57,32,1,15,39,25,3,73,136,234,227,39,12,77,5,5,581,2,43,2,26,495,4572,6702,15413
Tamil Nadu,Kanchipuram,2010,57,53,0,17,9,0,2,21,74,62,223,102,0,67,15,6,411,1,23,2,13,779,3820,5757,13524
Tamil Nadu,Kanyakumari,2010,42,100,1,12,55,2,3,90,216,124,194,0,3,124,4,25,756,2,10,102,93,260,2534,4752,11514
Tamil Nadu,Karur,2010,19,51,0,10,52,2,1,34,54,59,182,23,9,19,4,3,272,4,28,7,10,260,1871,2974,7958
Tamil Nadu,Krishnagiri,2010,58,24,0,20,53,11,0,14,116,132,89,120,1,71,13,20,639,5,27,0,42,463,2660,4580,11168
Tamil Nadu,Madurai Rural,2010,59,78,1,17,41,17,2,95,160,107,241,168,14,123,2,17,586,14,62,6,77,550,2911,5348,12706
Tamil Nadu,Madurai Urban,2010,34,50,0,3,9,6,0,77,65,269,231,17,8,124,31,0,130,11,12,20,69,120,1386,2672,7354
Tamil Nadu,Nagapattinam,2010,50,55,0,9,31,7,0,18,64,62,111,39,0,23,2,30,439,1,57,7,3,223,2796,4027,10064
Tamil Nadu,Namakkal,2010,50,21,0,10,42,6,6,14,70,119,136,70,4,80,2,20,637,2,52,10,12,454,2872,4690,11389
Tamil Nadu,Nilgiris,2010,11,16,0,7,6,2,0,9,81,15,46,18,5,18,2,6,202,0,10,12,2,44,808,1320,4650
Tamil Nadu,Perambalur,2010,13,30,1,5,9,1,2,25,29,46,47,7,0,48,9,1,88,0,16,12,3,131,1013,1536,5082
Tamil Nadu,Pudukottai,2010,45,101,2,7,48,6,3,55,93,75,175,45,21,48,0,24,390,5,42,2,14,285,3322,4808,11626
Tamil Nadu,Ramnathapuram,2010,33,49,2,16,50,11,1,26,83,45,136,96,0,57,5,20,514,1,14,4,17,213,2069,3462,8934
Tamil Nadu,Salem Rural,2010,81,62,6,53,137,3,9,42,110,63,158,281,1,42,2,48,2665,4,165,0,62,541,4099,8634,19278
Tamil Nadu,Salem Urban,2010,27,18,0,21,38,6,1,70,35,150,171,32,6,41,1,5,554,3,25,23,46,138,1807,3218,8446
Tamil Nadu,Sivagangai,2010,38,27,1,1,30,2,3,21,89,63,135,21,1,50,0,15,160,4,16,1,35,232,1665,2611,7231
Tamil Nadu,Thanjavur,2010,82,124,1,7,42,0,4,141,298,455,415,104,2,43,7,18,744,3,75,0,9,462,3908,6946,15900
Tamil Nadu,Theni,2010,42,122,0,18,80,13,0,53,134,91,230,69,2,239,1,27,712,5,61,65,125,253,3042,5384,12778
Tamil Nadu,Thirunelveli Rural,2010,83,215,3,48,58,7,2,77,195,92,353,4,4,129,7,52,1012,3,88,0,52,409,4884,7777,17564
Tamil Nadu,Thirunelveli Urban,2010,12,78,0,16,9,2,1,26,69,83,186,0,0,40,1,5,194,0,5,0,4,87,812,1630,5270
Tamil Nadu,Thiruvallur,2010,43,51,1,18,13,4,2,6,74,29,114,68,3,53,5,2,360,6,10,1,19,336,2269,3487,8984
Tamil Nadu,Thiruvannamalai,2010,43,89,0,15,39,16,3,7,68,139,124,195,0,53,5,20,599,0,8,0,30,353,2756,4562,11134
Tamil Nadu,Thiruvarur,2010,29,30,2,12,18,4,1,20,96,77,112,53,0,23,1,27,518,0,20,0,13,157,2763,3976,9962
Tamil Nadu,Thoothugudi,2010,84,168,1,32,25,7,1,63,202,98,238,0,11,79,1,35,574,3,4,0,57,347,2924,4954,11918
Tamil Nadu,Tiruppur,2010,60,42,0,10,44,8,7,126,195,382,418,39,8,55,4,6,432,6,24,0,46,748,2578,5238,12486
Tamil Nadu,Trichy Rly.,2010,0,1,0,0,0,0,0,16,0,0,74,0,0,0,0,0,17,1,0,0,0,5,81,195,2400
Tamil Nadu,Trichy Rural,2010,58,55,0,8,24,0,1,45,84,66,119,46,0,42,1,17,209,5,26,0,36,489,3194,4525,11060
Tamil Nadu,Trichy Urban,2010,15,31,0,4,15,12,0,12,56,159,274,12,0,100,5,0,144,6,10,92,33,157,2602,3741,9490
Tamil Nadu,Vellore,2010,82,56,2,30,56,12,1,33,208,346,310,5,8,42,31,12,758,8,28,1,65,752,5403,8249,18508
Tamil Nadu,Villupuram,2010,63,84,0,50,78,4,0,19,95,146,141,302,4,75,26,34,753,4,80,43,26,821,3842,6690,15390
Tamil Nadu,Virudhunagar,2010,52,78,0,20,58,0,3,73,120,49,217,68,2,105,5,27,546,2,25,100,60,309,2926,4845,11700
Tamil Nadu,Ariyalur,2011,28,23,0,16,17,2,0,9,38,31,63,42,0,16,0,10,210,1,47,3,15,109,1273,1953,5917
